anomaly_degree	feats	parameter_id	tpr	fpr	study	site_scoring_method	company
10	unique_value_count_relative	Alanine Aminotransferase	0,73	0	21652	mixedeffects	Bayer
10	unique_value_count_relative	Creatinine	0,916666666666667	0	21652	mixedeffects	Bayer
10	unique_value_count_relative	Systolic Blood Pressure	0,736666666666667	0	21652	mixedeffects	Bayer
10	unique_value_count_relative	Weight	0,673333333333333	0	21652	mixedeffects	Bayer
0	average	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
0	average	Creatinine	0	0	21170	mixedeffects	Bayer
0	average	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
0	average	Weight	0	0	21170	mixedeffects	Bayer
0	sd	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
0	sd	Creatinine	0	0	21170	mixedeffects	Bayer
0	sd	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
0	sd	Weight	0	0	21170	mixedeffects	Bayer
0	autocorr	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
0	autocorr	Creatinine	0	0	21170	mixedeffects	Bayer
0	autocorr	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
0	autocorr	Weight	0	0	21170	mixedeffects	Bayer
0	lof	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
0	lof	Creatinine	0	0	21170	mixedeffects	Bayer
0	lof	Systolic Blood Pressure	0	0,00655737704918033	21170	mixedeffects	Bayer
0	lof	Weight	0	0,000476190476190476	21170	mixedeffects	Bayer
0	range	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
0	range	Creatinine	0	0	21170	mixedeffects	Bayer
0	range	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
0	range	Weight	0	0	21170	mixedeffects	Bayer
0	unique_value_count_relative	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
0	unique_value_count_relative	Creatinine	0	0	21170	mixedeffects	Bayer
0	unique_value_count_relative	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
0	unique_value_count_relative	Weight	0	0	21170	mixedeffects	Bayer
0,25	average	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
0,25	average	Creatinine	0,0166666666666667	0	21170	mixedeffects	Bayer
0,25	average	Systolic Blood Pressure	0,07	0	21170	mixedeffects	Bayer
0,25	average	Weight	0,06	0	21170	mixedeffects	Bayer
0,25	sd	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
0,25	sd	Creatinine	0	0	21170	mixedeffects	Bayer
0,25	sd	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
0,25	sd	Weight	0	0	21170	mixedeffects	Bayer
0,25	autocorr	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
0,25	autocorr	Creatinine	0	0	21170	mixedeffects	Bayer
0,25	autocorr	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
0,25	autocorr	Weight	0	0	21170	mixedeffects	Bayer
0,25	lof	Alanine Aminotransferase	0,253333333333333	0,00666666666666667	21170	mixedeffects	Bayer
0,25	lof	Creatinine	0,486666666666667	0	21170	mixedeffects	Bayer
0,25	lof	Systolic Blood Pressure	0,356666666666667	0	21170	mixedeffects	Bayer
0,25	lof	Weight	0,476666666666667	0	21170	mixedeffects	Bayer
0,25	range	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
0,25	range	Creatinine	0	0	21170	mixedeffects	Bayer
0,25	range	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
0,25	range	Weight	0	0	21170	mixedeffects	Bayer
0,25	unique_value_count_relative	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
0,25	unique_value_count_relative	Creatinine	0	0	21170	mixedeffects	Bayer
0,25	unique_value_count_relative	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
0,25	unique_value_count_relative	Weight	0	0	21170	mixedeffects	Bayer
0,5	average	Alanine Aminotransferase	0,0266666666666667	0	21170	mixedeffects	Bayer
0,5	average	Creatinine	0,263333333333333	0	21170	mixedeffects	Bayer
0,5	average	Systolic Blood Pressure	0,533333333333333	0	21170	mixedeffects	Bayer
0,5	average	Weight	0,383333333333333	0	21170	mixedeffects	Bayer
0,5	sd	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
0,5	sd	Creatinine	0	0	21170	mixedeffects	Bayer
0,5	sd	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
0,5	sd	Weight	0	0	21170	mixedeffects	Bayer
0,5	autocorr	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
0,5	autocorr	Creatinine	0	0	21170	mixedeffects	Bayer
0,5	autocorr	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
0,5	autocorr	Weight	0	0	21170	mixedeffects	Bayer
0,5	lof	Alanine Aminotransferase	0,426666666666667	0,0114285714285714	21170	mixedeffects	Bayer
0,5	lof	Creatinine	0,66	0	21170	mixedeffects	Bayer
0,5	lof	Systolic Blood Pressure	0,546666666666667	0,000163934426229508	21170	mixedeffects	Bayer
0,5	lof	Weight	0,526666666666667	0,000158730158730159	21170	mixedeffects	Bayer
0,5	range	Alanine Aminotransferase	0,00333333333333333	0	21170	mixedeffects	Bayer
0,5	range	Creatinine	0	0	21170	mixedeffects	Bayer
0,5	range	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
0,5	range	Weight	0	0	21170	mixedeffects	Bayer
0,5	unique_value_count_relative	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
0,5	unique_value_count_relative	Creatinine	0	0	21170	mixedeffects	Bayer
0,5	unique_value_count_relative	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
0,5	unique_value_count_relative	Weight	0	0	21170	mixedeffects	Bayer
0,75	average	Alanine Aminotransferase	0,0933333333333333	0	21170	mixedeffects	Bayer
0,75	average	Creatinine	0,54	0	21170	mixedeffects	Bayer
0,75	average	Systolic Blood Pressure	0,743333333333333	0	21170	mixedeffects	Bayer
0,75	average	Weight	0,68	0	21170	mixedeffects	Bayer
0,75	sd	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
0,75	sd	Creatinine	0	0	21170	mixedeffects	Bayer
0,75	sd	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
0,75	sd	Weight	0	0	21170	mixedeffects	Bayer
0,75	autocorr	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
0,75	autocorr	Creatinine	0	0	21170	mixedeffects	Bayer
0,75	autocorr	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
0,75	autocorr	Weight	0	0	21170	mixedeffects	Bayer
0,75	lof	Alanine Aminotransferase	0,38	0,0107936507936508	21170	mixedeffects	Bayer
0,75	lof	Creatinine	0,723333333333333	0	21170	mixedeffects	Bayer
0,75	lof	Systolic Blood Pressure	0,58	0,000163934426229508	21170	mixedeffects	Bayer
0,75	lof	Weight	0,576666666666667	0	21170	mixedeffects	Bayer
0,75	range	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
0,75	range	Creatinine	0	0	21170	mixedeffects	Bayer
0,75	range	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
0,75	range	Weight	0	0	21170	mixedeffects	Bayer
0,75	unique_value_count_relative	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
0,75	unique_value_count_relative	Creatinine	0	0	21170	mixedeffects	Bayer
0,75	unique_value_count_relative	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
0,75	unique_value_count_relative	Weight	0	0	21170	mixedeffects	Bayer
1	average	Alanine Aminotransferase	0,186666666666667	0	21170	mixedeffects	Bayer
1	average	Creatinine	0,743333333333333	0,000476190476190476	21170	mixedeffects	Bayer
1	average	Systolic Blood Pressure	0,86	0	21170	mixedeffects	Bayer
1	average	Weight	0,853333333333333	0	21170	mixedeffects	Bayer
1	sd	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
1	sd	Creatinine	0	0	21170	mixedeffects	Bayer
1	sd	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
1	sd	Weight	0	0	21170	mixedeffects	Bayer
1	autocorr	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
1	autocorr	Creatinine	0	0	21170	mixedeffects	Bayer
1	autocorr	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
1	autocorr	Weight	0	0	21170	mixedeffects	Bayer
1	lof	Alanine Aminotransferase	0,483333333333333	0,0111111111111111	21170	mixedeffects	Bayer
1	lof	Creatinine	0,723333333333333	0	21170	mixedeffects	Bayer
1	lof	Systolic Blood Pressure	0,656666666666667	0,000163934426229508	21170	mixedeffects	Bayer
1	lof	Weight	0,65	0	21170	mixedeffects	Bayer
1	range	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
1	range	Creatinine	0	0	21170	mixedeffects	Bayer
1	range	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
1	range	Weight	0	0	21170	mixedeffects	Bayer
1	unique_value_count_relative	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
1	unique_value_count_relative	Creatinine	0	0	21170	mixedeffects	Bayer
1	unique_value_count_relative	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
1	unique_value_count_relative	Weight	0	0	21170	mixedeffects	Bayer
5	average	Alanine Aminotransferase	0,97	0,000634920634920635	21170	mixedeffects	Bayer
5	average	Creatinine	0,993333333333333	0,00412698412698413	21170	mixedeffects	Bayer
5	average	Systolic Blood Pressure	1	0,00147540983606557	21170	mixedeffects	Bayer
5	average	Weight	1	0,000634920634920635	21170	mixedeffects	Bayer
5	sd	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
5	sd	Creatinine	0	0	21170	mixedeffects	Bayer
5	sd	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
5	sd	Weight	0	0	21170	mixedeffects	Bayer
5	autocorr	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
5	autocorr	Creatinine	0	0	21170	mixedeffects	Bayer
5	autocorr	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
5	autocorr	Weight	0	0	21170	mixedeffects	Bayer
5	lof	Alanine Aminotransferase	0,476666666666667	0,0134920634920635	21170	mixedeffects	Bayer
5	lof	Creatinine	0,713333333333333	0	21170	mixedeffects	Bayer
5	lof	Systolic Blood Pressure	0,78	0,000163934426229508	21170	mixedeffects	Bayer
5	lof	Weight	0,643333333333333	0,000158730158730159	21170	mixedeffects	Bayer
5	range	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
5	range	Creatinine	0	0	21170	mixedeffects	Bayer
5	range	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
5	range	Weight	0	0	21170	mixedeffects	Bayer
5	unique_value_count_relative	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
5	unique_value_count_relative	Creatinine	0	0	21170	mixedeffects	Bayer
5	unique_value_count_relative	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
5	unique_value_count_relative	Weight	0	0	21170	mixedeffects	Bayer
10	average	Alanine Aminotransferase	0,99	0,00111111111111111	21170	mixedeffects	Bayer
10	average	Creatinine	1	0,000634920634920635	21170	mixedeffects	Bayer
10	average	Systolic Blood Pressure	1	0,000163934426229508	21170	mixedeffects	Bayer
10	average	Weight	1	0	21170	mixedeffects	Bayer
10	sd	Alanine Aminotransferase	0,00333333333333333	0	21170	mixedeffects	Bayer
10	sd	Creatinine	0	0	21170	mixedeffects	Bayer
10	sd	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
10	sd	Weight	0	0	21170	mixedeffects	Bayer
10	autocorr	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
10	autocorr	Creatinine	0	0	21170	mixedeffects	Bayer
10	autocorr	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
10	autocorr	Weight	0	0	21170	mixedeffects	Bayer
10	lof	Alanine Aminotransferase	0,493333333333333	0,0146031746031746	21170	mixedeffects	Bayer
10	lof	Creatinine	0,746666666666667	0	21170	mixedeffects	Bayer
10	lof	Systolic Blood Pressure	0,7	0,000163934426229508	21170	mixedeffects	Bayer
10	lof	Weight	0,68	0,000158730158730159	21170	mixedeffects	Bayer
10	range	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
10	range	Creatinine	0	0	21170	mixedeffects	Bayer
10	range	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
10	range	Weight	0	0	21170	mixedeffects	Bayer
10	unique_value_count_relative	Alanine Aminotransferase	0	0	21170	mixedeffects	Bayer
10	unique_value_count_relative	Creatinine	0	0	21170	mixedeffects	Bayer
10	unique_value_count_relative	Systolic Blood Pressure	0	0	21170	mixedeffects	Bayer
10	unique_value_count_relative	Weight	0	0	21170	mixedeffects	Bayer
0	average	Alanine Aminotransferase	0	0	22158	ks	Bayer
0	average	Creatinine	0	0	22158	ks	Bayer
0	average	Systolic Blood Pressure	0	0	22158	ks	Bayer
0	average	Weight	0	0	22158	ks	Bayer
0	sd	Alanine Aminotransferase	0	0	22158	ks	Bayer
0	sd	Creatinine	0	0	22158	ks	Bayer
0	sd	Systolic Blood Pressure	0	0	22158	ks	Bayer
0	sd	Weight	0	0	22158	ks	Bayer
0	autocorr	Alanine Aminotransferase	0	0	22158	ks	Bayer
0	autocorr	Creatinine	0	0	22158	ks	Bayer
0	autocorr	Systolic Blood Pressure	0	0	22158	ks	Bayer
0	autocorr	Weight	0	0	22158	ks	Bayer
0	lof	Alanine Aminotransferase	0	0	22158	ks	Bayer
0	lof	Creatinine	0	0	22158	ks	Bayer
0	lof	Systolic Blood Pressure	0	0	22158	ks	Bayer
0	lof	Weight	0	0	22158	ks	Bayer
0	range	Alanine Aminotransferase	0	0	22158	ks	Bayer
0	range	Creatinine	0	0	22158	ks	Bayer
0	range	Systolic Blood Pressure	0	0	22158	ks	Bayer
0	range	Weight	0	0	22158	ks	Bayer
0	unique_value_count_relative	Alanine Aminotransferase	0	0	22158	ks	Bayer
0	unique_value_count_relative	Creatinine	0	0	22158	ks	Bayer
0	unique_value_count_relative	Systolic Blood Pressure	0	0	22158	ks	Bayer
0	unique_value_count_relative	Weight	0	0	22158	ks	Bayer
0,25	average	Alanine Aminotransferase	0,00666666666666667	0	22158	ks	Bayer
0,25	average	Creatinine	0,05	0	22158	ks	Bayer
0,25	average	Systolic Blood Pressure	0,246666666666667	0,00809523809523809	22158	ks	Bayer
0,25	average	Weight	0,0966666666666667	0	22158	ks	Bayer
0,25	sd	Alanine Aminotransferase	0,02	0	22158	ks	Bayer
0,25	sd	Creatinine	0,303333333333333	0,000476190476190476	22158	ks	Bayer
0,25	sd	Systolic Blood Pressure	0,353333333333333	0	22158	ks	Bayer
0,25	sd	Weight	0,39	0	22158	ks	Bayer
0,25	autocorr	Alanine Aminotransferase	0	0	22158	ks	Bayer
0,25	autocorr	Creatinine	0,00333333333333333	0	22158	ks	Bayer
0,25	autocorr	Systolic Blood Pressure	0	0	22158	ks	Bayer
0,25	autocorr	Weight	0,00666666666666667	0	22158	ks	Bayer
0,25	lof	Alanine Aminotransferase	0,01	0	22158	ks	Bayer
0,25	lof	Creatinine	0,0133333333333333	0	22158	ks	Bayer
0,25	lof	Systolic Blood Pressure	0,0333333333333333	0	22158	ks	Bayer
0,25	lof	Weight	0,01	0	22158	ks	Bayer
0,25	range	Alanine Aminotransferase	0	0	22158	ks	Bayer
0,25	range	Creatinine	0,103333333333333	0	22158	ks	Bayer
0,25	range	Systolic Blood Pressure	0,236666666666667	0	22158	ks	Bayer
